,original,gen,PSNR,CS,CPL,SSIM,label
1863,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2974R652_573.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2974R652_573_torchvision.jpg,22.57084696,0.9044107,14.514547,0.899145666,Ok
1864,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2372R811_407.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\4520_2372R811_407_torchvision.jpg,12.77681694,0.1881492,106.6415,0.580739559,Lost
1865,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2372C342_401.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\4520_2372C342_401_torchvision.jpg,17.21104096,0.87622255,38.66925,0.763032883,Ok
1866,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2679G504_536.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\4520_2679G504_536_torchvision.jpg,20.21099574,0.9119964,19.000273,0.868765569,Ok
1867,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2173F931_787.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\7815_2173F931_787_torchvision.jpg,13.41078683,0.67183685,26.202347,0.811236497,Ok
1868,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1679R341_20200409_OH01_DG06_2_12.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\1679R341_20200409_OH01_DG06_2_12_torchvision.jpg,16.03568554,0.84808165,45.297535,0.72003309,Ok
1869,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1975S326_705.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\7815_1975S326_705_torchvision.jpg,15.92306021,0.8810185,21.617659,0.851114668,Ok
1870,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2479S411_485.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\4520_2479S411_485_torchvision.jpg,11.95487873,0.07023227,89.31862,0.499466849,Lost
1871,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074P871_20200512_OH01_DG06_2_9.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\2074P871_20200512_OH01_DG06_2_9_torchvision.jpg,25.15813204,0.8667311,13.634115,0.934569387,Ok
1872,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2074Y911_759.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\7815_2074Y911_759_torchvision.jpg,16.14384761,0.7511171,26.578375,0.865485062,Lost
1873,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2074Y721_758.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\7815_2074Y721_758_torchvision.jpg,18.20765751,0.80810034,40.41495,0.875033953,Ok
1874,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_26711612_524.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\4520_26711612_524_torchvision.jpg,17.77412719,0.8178013,38.3333,0.881528984,Ok
1875,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2274C521_293.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2274C521_293_torchvision.jpg,15.1716598,0.80444294,47.75301,0.814314554,Ok
1876,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2373A194_410.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\4520_2373A194_410_torchvision.jpg,17.76661996,0.6949423,46.004425,0.836380633,Ok
1877,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2273Z861_287.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\4520_2273Z861_287_torchvision.jpg,19.4614579,0.68236136,34.821877,0.877475803,Lost
1878,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2274E063_296.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\4520_2274E063_296_torchvision.jpg,17.35901549,0.549566,107.83989,0.683585838,Lost
1879,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2469X731_459.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2469X731_459_torchvision.jpg,15.38365499,0.776227,41.64327,0.795243217,Ok
1880,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2075E523_762.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\7815_2075E523_762_torchvision.jpg,10.95121642,0.5873705,54.258064,0.754271011,Ok
1881,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2075S962_767.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\7815_2075S962_767_torchvision.jpg,17.79927829,0.794049,24.514652,0.79571913,Ok
1882,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2480W781_489.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\4520_2480W781_489_torchvision.jpg,17.91578586,0.8465927,58.217552,0.701504868,Ok
1883,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2073Q723_725.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\7815_2073Q723_725_torchvision.jpg,6.562446995,0.24086969,31.223255,0.660079603,Lost
1884,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2175P072_818.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\7815_2175P072_818_torchvision.jpg,9.933788156,0.115460895,78.268776,0.52705876,Lost
1885,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2277Z491_353.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\4520_2277Z491_353_torchvision.jpg,15.68331435,0.6553996,134.92789,0.55529894,Lost
1886,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1974X955_20200513_OH01_DG06_2_15.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\1974X955_20200513_OH01_DG06_2_15_torchvision.jpg,12.22918683,0.053710736,86.789474,0.44209584,Lost
1887,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2075Z242_772.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\7815_2075Z242_772_torchvision.jpg,16.64159984,0.72438616,46.892273,0.866978304,Ok
1888,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2074E941_734.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\7815_2074E941_734_torchvision.jpg,19.84752329,0.87123287,23.877193,0.881492803,Ok
1889,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1974X882_20200513_OH01_DG06_2_10.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\1974X882_20200513_OH01_DG06_2_10_torchvision.jpg,17.68739318,0.87015337,29.560287,0.832492413,Ok
1890,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2174C122_797.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\7815_2174C122_797_torchvision.jpg,15.23030922,0.48288813,35.154083,0.803346432,Lost
1891,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074P352_20200512_OH01_DG06_2_8.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074P352_20200512_OH01_DG06_2_8_torchvision.jpg,17.99628371,0.7053396,48.234608,0.84791013,Lost
1892,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2575C502_504.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2575C502_504_torchvision.jpg,13.82078875,0.40910614,70.42738,0.719275427,Lost
1893,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2073E702_724.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\7815_2073E702_724_torchvision.jpg,14.19405799,0.5877937,36.84085,0.754856056,Ok
1894,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1672B291_20200401_OH01_DG06_2_18.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\1672B291_20200401_OH01_DG06_2_18_torchvision.jpg,15.00272248,0.86011827,46.791214,0.766979684,Ok
1895,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2271D423_263.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2271D423_263_torchvision.jpg,11.46457952,0.062230527,59.642128,0.614268577,Lost
1896,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2175F902_223.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2175F902_223_torchvision.jpg,18.71703801,0.4644794,70.97069,0.786561651,Lost
1897,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1674G721_630.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\7815_1674G721_630_torchvision.jpg,10.70201911,0.7557666,47.704266,0.677809371,Ok
1898,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2074G752_741.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\7815_2074G752_741_torchvision.jpg,12.347041,0.9034309,15.164149,0.850760888,Ok
1899,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2275A121_308.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\4520_2275A121_308_torchvision.jpg,10.68129857,0.3492391,41.953484,0.791136563,Lost
1900,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1579Z231_622.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\7815_1579Z231_622_torchvision.jpg,20.98060113,0.8395636,31.257294,0.874399707,Ok
1901,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1674Z011_20200416_OH01_DG06_2_16.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\1674Z011_20200416_OH01_DG06_2_16_torchvision.jpg,15.91071693,0.26357588,154.33255,0.551472175,Lost
1902,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074P352_20200512_OH01_DG06_2_19.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\2074P352_20200512_OH01_DG06_2_19_torchvision.jpg,15.44719046,0.42778122,104.19657,0.673743152,Lost
1903,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1573R351_611.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\7815_1573R351_611_torchvision.jpg,20.18387861,0.7591208,25.998215,0.89585986,Ok
1904,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1776R262_662.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\7815_1776R262_662_torchvision.jpg,10.22365688,0.82156205,17.46048,0.784650004,Ok
1905,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2075X332_768.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\7815_2075X332_768_torchvision.jpg,12.8915358,0.84527034,22.320816,0.77873626,Ok
1906,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2271W933_268.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\4520_2271W933_268_torchvision.jpg,18.44854544,0.5040488,42.61645,0.837174799,Ok
1907,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1974X882_20200513_OH01_DG06_2_3.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1974X882_20200513_OH01_DG06_2_3_torchvision.jpg,15.76443921,0.67494065,40.91984,0.821613202,Lost
1908,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2276C961_334.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\4520_2276C961_334_torchvision.jpg,14.60730702,0.41514814,64.34044,0.767731152,Ok
1909,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1770W061_649.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\7815_1770W061_649_torchvision.jpg,14.6086304,0.8473343,50.938183,0.69375658,Ok
1910,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074D022_20200512_OH01_DG06_2_14.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\2074D022_20200512_OH01_DG06_2_14_torchvision.jpg,12.71841749,0.2505791,82.11647,0.626459984,Lost
1911,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1674E732_20200403_OH01_DG06_2_19.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\1674E732_20200403_OH01_DG06_2_19_torchvision.jpg,17.79184397,0.8601477,31.336466,0.846232837,Ok
1912,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_1978R512_190.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\4520_1978R512_190_torchvision.jpg,12.32872505,0.8033145,58.29253,0.79633629,Ok
1913,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2175B461_816.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\7815_2175B461_816_torchvision.jpg,12.53957318,0.11574292,152.18484,0.474086387,Lost
1914,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2774Z961_549.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2774Z961_549_torchvision.jpg,13.32737919,0.8465457,31.669281,0.742628149,Ok
1915,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1974X911_20200513_OH01_DG06_2_14.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\1974X911_20200513_OH01_DG06_2_14_torchvision.jpg,10.99072495,0.7294505,71.61385,0.78482089,Lost
1916,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2174W552_808.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\7815_2174W552_808_torchvision.jpg,8.696888277,0.14245176,87.22794,0.392592596,Lost
1917,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1473Z411_602.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\7815_1473Z411_602_torchvision.jpg,15.54801953,0.5476735,58.236366,0.722822077,Lost
1918,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2273A652_20200506_OH01_DG06_2_21.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\2273A652_20200506_OH01_DG06_2_21_torchvision.jpg,16.67478336,0.8998165,18.879328,0.883301543,Ok
1919,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2466Q202_451.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2466Q202_451_torchvision.jpg,15.80609793,0.77944064,25.173819,0.859198841,Ok
1920,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074D721_20200512_OH01_DG06_2_4.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\2074D721_20200512_OH01_DG06_2_4_torchvision.jpg,11.22440193,0.6550607,58.066536,0.762435572,Ok
1921,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2275B023_310.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\4520_2275B023_310_torchvision.jpg,11.12020689,0.4206151,83.50727,0.69511563,Ok
1922,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2074G763_742.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\7815_2074G763_742_torchvision.jpg,14.23691592,0.82263374,18.967573,0.869318598,Ok
1923,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1775E951_20200403_OH01_DG06_2_19.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\1775E951_20200403_OH01_DG06_2_19_torchvision.jpg,13.88913908,0.7920196,41.53327,0.799601837,Ok
1924,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1977D481_710.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\7815_1977D481_710_torchvision.jpg,21.81378477,0.7625596,45.467705,0.90515243,Ok
1925,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1968B351_684.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\7815_1968B351_684_torchvision.jpg,16.77944303,0.8209137,40.272972,0.862705855,Ok
1926,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_21683381_212.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_21683381_212_torchvision.jpg,16.53441396,0.92969316,15.921621,0.787682966,Ok
1927,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2174W022_807.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\7815_2174W022_807_torchvision.jpg,26.61910823,0.8662862,14.215464,0.926876972,Ok
1928,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1676Z713_20200403_OH01_DG06_2_18.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\1676Z713_20200403_OH01_DG06_2_18_torchvision.jpg,15.13874699,0.88346165,26.32483,0.841187968,Ok
1929,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2273C951_843.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\7815_2273C951_843_torchvision.jpg,9.246935768,0.86915106,20.363598,0.695864339,Ok
1930,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1675A143_631.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\7815_1675A143_631_torchvision.jpg,18.85483266,0.90527534,13.8372345,0.897027602,Ok
1931,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1773A891_20200416_OH01_DG06_2_21.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\1773A891_20200416_OH01_DG06_2_21_torchvision.jpg,18.97673255,0.9107963,28.465631,0.851600568,Ok
1932,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_18792271_184.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_18792271_184_torchvision.jpg,17.85825006,0.8830381,23.021372,0.825326082,Ok
1933,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2074G501_740.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\7815_2074G501_740_torchvision.jpg,17.3329514,0.80895895,34.456566,0.882300322,Ok
1934,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_23672884_369.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\4520_23672884_369_torchvision.jpg,25.74697542,0.9077648,20.855175,0.864426772,Ok
1935,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2178Z921_239.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\4520_2178Z921_239_torchvision.jpg,21.85260953,0.73221606,34.873047,0.908285981,Ok
1936,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2373A531_412.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2373A531_412_torchvision.jpg,17.05487365,0.24587426,35.473106,0.868467094,Lost
1937,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2175B461_816.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\7815_2175B461_816_torchvision.jpg,13.37029464,0.54178536,84.05709,0.717205971,Ok
1938,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1974X954_20200513_OH01_DG06_2_1.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\1974X954_20200513_OH01_DG06_2_1_torchvision.jpg,18.13920285,0.87405324,16.194057,0.924579249,Ok
1939,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2175P072_818.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\7815_2175P072_818_torchvision.jpg,15.26980931,0.8106128,26.935986,0.847348553,Ok
1940,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1974X941_20200513_OH01_DG06_2_4.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\1974X941_20200513_OH01_DG06_2_4_torchvision.jpg,19.09450107,0.46899387,84.511894,0.790515894,Lost
1941,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2175Q441_819.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\7815_2175Q441_819_torchvision.jpg,23.84912757,0.88895416,20.468466,0.909932605,Ok
1942,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2478E202_475.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\4520_2478E202_475_torchvision.jpg,13.37490616,0.67011577,66.75773,0.581738789,Ok
1943,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_3178S232_589.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\4520_3178S232_589_torchvision.jpg,11.94492947,0.38475093,54.409954,0.743000315,Lost
1944,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1778P951_20200514_OH01_DG06_2_27.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\1778P951_20200514_OH01_DG06_2_27_torchvision.jpg,8.642302619,0.074525684,108.999855,0.49055127,Lost
1945,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1577D522_618.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\7815_1577D522_618_torchvision.jpg,14.17842776,0.49804103,73.23502,0.730219855,Lost
1946,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2073A262_20200511_OH01_DG06_2_3.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\2073A262_20200511_OH01_DG06_2_3_torchvision.jpg,26.20064563,0.8960288,14.991956,0.945651755,Ok
1947,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2271P641_265.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\4520_2271P641_265_torchvision.jpg,16.82579491,0.84255,17.922586,0.89110863,Ok
1948,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074P352_20200512_OH01_DG06_2_17.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\2074P352_20200512_OH01_DG06_2_17_torchvision.jpg,13.7455819,0.78603256,29.516409,0.886455763,Ok
1949,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2468R441_457.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\4520_2468R441_457_torchvision.jpg,15.76804987,0.72443306,38.12753,0.840078126,Ok
1950,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4592_8098E631_597.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4592_8098E631_597_torchvision.jpg,12.49485373,0.8203181,40.64388,0.796625666,Ok
1951,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2178Z921_239.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2178Z921_239_torchvision.jpg,12.87680813,0.11698029,47.345436,0.725646933,Lost
1952,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2369B501_382.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2369B501_382_torchvision.jpg,12.42181665,0.15279265,83.39862,0.741115214,Lost
1953,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2273E613_276.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\4520_2273E613_276_torchvision.jpg,15.36810629,0.6024797,47.82162,0.861836003,Ok
1954,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2975B721_575.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\4520_2975B721_575_torchvision.jpg,23.76440603,0.85036254,24.213358,0.889436371,Ok
1955,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074D022_20200512_OH01_DG06_2_13.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\2074D022_20200512_OH01_DG06_2_13_torchvision.jpg,11.6765657,0.08313359,89.77048,0.397612201,Lost
1956,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1774E441_656.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\7815_1774E441_656_torchvision.jpg,11.39267153,0.07615295,39.01026,0.522081663,Lost
1957,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1579Z231_622.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\7815_1579Z231_622_torchvision.jpg,16.32045173,0.8267841,39.284416,0.769741268,Ok
