,Unnamed: 0,original,gen,PSNR,CS,CPL,SSIM,label,Hist_correlation,Hist_intersection,KL,MSE,WD,TSI,SSS1,VAE,VIF,VAE2D
1199,378,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2275P931_325.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\4520_2275P931_325_torchvision.jpg,22.45188674,0.8831751,14.17099,0.918627096,1,0.096963839,42691,inf,7.056447347,8.573748779,0.074229452,0.013093571,0.021585509,0.395137551,0.009560973
909,1060,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2275Q151_326.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\4520_2275Q151_326_torchvision.jpg,14.66104167,0.46385852,82.25145,0.797491346,1,0.062851203,44939,inf,42.48869019,22.61929932,1.237824119,0.050675526,0.028855224,0.217600939,0.013744771
632,1207,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2275Q396_327.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\4520_2275Q396_327_torchvision.jpg,20.00619157,0.8818104,20.730034,0.89512357,1,0.513784143,58468,0.05991636,70.36086426,17.08410645,0.514615949,0.009833853,0.054744091,0.46043194,0.021311782
190,398,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2275Q943_328.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2275Q943_328_torchvision.jpg,15.36379819,0.30132192,65.4583,0.743175972,0,0.286341407,63171,inf,53.6659668,18.60969849,2.331262231,0.03476843,0.018598938,0.066357989,0.005348155
1200,824,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2275Q943_328.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\4520_2275Q943_328_torchvision.jpg,15.36487534,0.6121405,45.486004,0.835856163,1,0.303829212,55547,inf,50.12890625,23.31786499,1.804262476,0.037865985,0.008650866,0.212310149,0.005382617
778,153,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2275S251_330.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\4520_2275S251_330_torchvision.jpg,14.5617671,0.82613003,37.209846,0.793869341,1,0.35042872,55776,0.10764146,91.07281291,32.27202759,2.433537182,0.009894256,0.074991396,0.357452999,0.002979924
1055,773,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2275S251_330.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\4520_2275S251_330_torchvision.jpg,10.27375683,0.0927691,84.87241,0.665867106,0,0.000489488,20153,inf,53.59901733,45.01065674,2.618217955,0.0271983,0.008596765,0.083415528,0.023712095
55,1150,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2275W413_331.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2275W413_331_torchvision.jpg,10.0888287,0.3064903,35.08952,0.767033314,0,0.218554968,59025,1.196045589,53.0269755,31.62719727,1.543138454,0.010188399,0.074803718,0.110424604,0.01002772
633,309,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2276C871_333.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\4520_2276C871_333_torchvision.jpg,13.89149843,0.84470826,23.068203,0.780462977,1,0.103656983,51328,1.824464993,82.77246297,28.61443481,1.432950098,0.01557586,0.053461689,0.27703284,0.011268163
910,1267,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2276C871_333.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\4520_2276C871_333_torchvision.jpg,11.88670356,0.50613284,74.53597,0.786448075,0,-0.062629469,22205,inf,6.322200521,49.83070068,0.179152397,0.026981087,0.020762536,0.130287924,0.021187444
56,1175,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2276C961_334.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2276C961_334_torchvision.jpg,10.51572976,0.49633202,46.94219,0.671782319,0,0.071564441,79707,1.42310746,54.07261353,30.68431396,2.977170988,0.038510524,0.062134303,0.177239584,0.013791663
1201,1263,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2276C961_334.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\4520_2276C961_334_torchvision.jpg,17.79020278,0.8169745,23.10143,0.888236311,1,0.734178276,107563,inf,7.816914876,12.5213501,0.615936888,0.018275637,0.024594178,0.383871105,0.012080067
191,667,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2276D734_336.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2276D734_336_torchvision.jpg,22.07704775,0.94622004,9.018613,0.905216036,1,0.446505769,87359,0.719114336,40.06811523,13.31964722,0.291199853,0.012736273,0.055617179,0.536217989,0.022086302
494,1048,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2276D734_336.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2276D734_336_torchvision.jpg,12.33364816,0.7899814,45.309925,0.679274246,1,0.13064634,69525,1.013202387,78.31063232,39.15824585,2.799370108,0.034270067,0.121232729,0.382688674,0.021544243
1202,60,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2276D734_336.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\4520_2276D734_336_torchvision.jpg,14.36136299,0.8537803,28.43211,0.857793186,1,0.927702082,124500,0.292897078,10.88297933,18.8333313,0.684436155,0.012984963,0.061804489,0.42620178,0.03164388
495,770,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2276E571_337.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2276E571_337_torchvision.jpg,12.85094232,0.47338793,60.97114,0.762078174,0,-0.006693845,41074,-0.015873578,88.03653158,41.98711548,2.448416096,0.018680558,0.087068438,0.335614362,0.011492133
911,409,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2276E571_337.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\4520_2276E571_337_torchvision.jpg,18.38009114,0.75877714,24.28067,0.880624736,1,0.044015849,37538,0.09648115,44.18463338,14.20505981,0.048324364,0.025078429,0.02904677,0.355488996,0.012246649
1056,815,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2276E571_337.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\4520_2276E571_337_torchvision.jpg,16.76246372,0.4413443,61.306812,0.81292542,0,0.076389231,37326,0.148788596,34.94981283,13.78829956,1.291426125,0.039730962,0.030326052,0.227172291,0.009632952
1203,198,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2276E571_337.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\4520_2276E571_337_torchvision.jpg,15.84682073,0.4801999,49.83676,0.79372465,1,0.01540359,26701,0.274402869,51.16967977,21.43416138,2.026051859,0.026979392,0.030852619,0.201961785,0.026242857
351,560,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2276P041_338.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2276P041_338_torchvision.jpg,11.61734205,0.18386006,118.852135,0.587803783,0,0.250003476,51231,inf,45.86679077,36.49332886,4.481482387,0.07327992,0.025167224,0.124169662,0.01422723
192,172,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2276Q801_339.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2276Q801_339_torchvision.jpg,15.70316062,0.868622,16.456232,0.769116301,1,-0.105722725,24535,2.841418203,30.81395264,37.0539856,0.154158513,0.037851665,0.092583245,0.394540015,0.016236993
634,997,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2276S831_340.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\4520_2276S831_340_torchvision.jpg,18.72888288,0.9027484,30.63058,0.805122676,1,0.060133715,76610,1.034143898,61.10396729,19.83446655,0.699944961,0.019113608,0.065725962,0.417335667,0.03340853
912,720,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2277A111_342.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\4520_2277A111_342_torchvision.jpg,14.93168519,0.6966084,54.535667,0.847553208,1,0.164906259,58472,inf,40.78676351,23.3557373,1.193236301,0.042189162,0.028912529,0.358599035,0.013429093
1204,1200,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2277A111_342.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\4520_2277A111_342_torchvision.jpg,13.06290583,0.6004577,66.75859,0.794366119,1,0.282621596,55323,inf,36.51216431,31.27717285,1.952611301,0.044339627,0.021120412,0.28534669,0.014886939
352,741,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2277B023_343.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2277B023_343_torchvision.jpg,28.76918728,0.9101531,9.291854,0.940217548,1,0.080026109,60934,inf,9.946154785,4.553887939,0.16070817,0.01781683,0.036506583,0.480881452,0.010037905
635,127,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2277F971_344.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\4520_2277F971_344_torchvision.jpg,24.15060633,0.90739584,17.275644,0.906511142,1,0.714694474,109113,0.332937321,55.92265015,6.983239746,0.329763943,0.015066797,0.049380446,0.462949614,0.015117475
496,604,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2277G901_345.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2277G901_345_torchvision.jpg,6.670597796,0.058740426,94.41115,0.434020494,0,-0.154216596,63208,-0.168973169,94.36373088,86.23309326,1.949504648,0.07191922,0.086302033,0.072687906,0.035842637
779,602,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2277G901_345.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\4520_2277G901_345_torchvision.jpg,17.61759205,0.8782386,29.18399,0.840599347,1,0.369028699,50945,0.265373707,65.9493571,19.96899414,1.670101517,0.034565255,0.079531868,0.444960006,0.022026416
913,833,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2277Y402_346.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\4520_2277Y402_346_torchvision.jpg,20.23193843,0.60092336,31.581833,0.906357795,1,0.003991238,20333,0.013807198,55.95023804,14.04644165,1.026804061,0.008921822,0.01499841,0.249862414,0.006028921
914,603,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2277Z161_348.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\4520_2277Z161_348_torchvision.jpg,13.87403559,0.38500464,87.22886,0.775603173,1,-0.002248534,25653,0.279174425,59.46376139,27.77067871,1.413986057,0.02726071,0.029104281,0.223562139,0.015027243
636,973,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2277Z171_349.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\4520_2277Z171_349_torchvision.jpg,17.41154717,0.83542895,22.333715,0.848616282,1,0.351125717,33418,0.198136619,68.56120809,19.90515747,0.452360568,0.021554759,0.079882918,0.413694301,0.029911183
1057,851,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2277Z471_352.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\4520_2277Z471_352_torchvision.jpg,11.6279156,0.08759684,78.422264,0.69648516,0,-0.021047908,9565,inf,56.03297323,44.03178711,3.09361546,0.062976055,0.006135363,0.042066521,0.00241677
1205,132,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2277Z471_352.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\4520_2277Z471_352_torchvision.jpg,15.59492399,0.6988865,43.838203,0.880758407,1,0.143458514,30260,inf,52.24128621,23.87166138,0.531311155,0.019086676,0.021830921,0.309264819,0.01147426
637,233,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2278P901_354.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\4520_2278P901_354_torchvision.jpg,20.18588299,0.8597858,31.570013,0.846218708,1,0.280158274,79762,0.986631743,74.87306925,13.69352417,1.145321673,0.018558295,0.059587533,0.402792439,0.024429414
780,909,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2278P901_354.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\4520_2278P901_354_torchvision.jpg,10.70726479,0.3810453,113.64055,0.564028629,0,-0.065271835,69165,1.459647857,91.09484863,47.8019043,1.053387965,0.028932815,0.082589555,0.183769684,0.02636242
57,1070,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2278X322_355.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2278X322_355_torchvision.jpg,11.27926733,0.27844256,42.491344,0.748457777,0,0.438702025,42746,-0.080210038,73.1766805,22.11088257,1.753705969,0.007891483,0.028601006,0.14741391,0.005791703
915,649,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2278X322_355.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\4520_2278X322_355_torchvision.jpg,23.13771599,0.88075364,11.458963,0.943153822,1,0.070885804,31480,-0.002029749,65.94817505,12.68418579,0.540936888,0.004614289,0.027948403,0.481610404,0.005064207
1058,430,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2278X322_355.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\4520_2278X322_355_torchvision.jpg,14.57495775,0.09873836,45.754124,0.732708256,0,-0.008361469,15643,inf,44.25548706,16.78355713,2.094422701,0.012048359,0.01336885,0.043148594,0.007342297
1206,66,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2278X322_355.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\4520_2278X322_355_torchvision.jpg,21.8842455,0.6799428,33.867912,0.904140435,1,0.013055223,27265,0.01872111,48.82731323,10.95371704,0.534118151,0.00881843,0.019761544,0.331944053,0.010348661
58,1221,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2279P971_356.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2279P971_356_torchvision.jpg,20.42514912,0.89854723,27.395624,0.850919617,1,0.175167425,98446,0.664531509,38.56687419,11.98223267,0.74680773,0.029740402,0.056246415,0.414962875,0.028603829
916,798,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2280F331_357.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\4520_2280F331_357_torchvision.jpg,13.17756085,0.77147686,36.08907,0.799397508,1,-0.061539787,43136,inf,43.51959025,38.59141846,1.562487769,0.050753888,0.018384314,0.343363111,0.01172489
781,751,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2363S391_358.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\4520_2363S391_358_torchvision.jpg,6.953710354,0.05802558,51.19043,0.542405951,0,-0.047193747,40840,-0.265704341,84.87119344,65.16786499,1.341921477,0.01853158,0.075411664,0.027968948,0.020711822
497,943,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2364W003_359.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2364W003_359_torchvision.jpg,14.85344102,0.8525655,27.456882,0.756833302,1,0.232794797,79423,0.800236699,71.92865194,32.4701355,0.774516879,0.038546305,0.09841688,0.370837701,0.029302429
353,794,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2364W042_360.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2364W042_360_torchvision.jpg,29.57203486,0.90161854,10.426562,0.950875875,1,0.147313818,57285,0.053336088,21.83842163,2.240100098,0.280883072,0.010905957,0.031877509,0.482206854,0.007867501
354,301,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2364Y161_361.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2364Y161_361_torchvision.jpg,20.5660261,0.84647524,16.44534,0.922756549,1,0.514543699,96388,0.035219267,55.97281901,10.33046875,0.208738992,0.0320984,0.03838804,0.422194149,0.012259078
917,5,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2365H841_362.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\4520_2365H841_362_torchvision.jpg,17.82867838,0.69009936,20.00113,0.890413186,1,0.566555169,88414,inf,42.55639038,13.6458374,0.857632094,0.011016329,0.00857081,0.250382156,0.003906073
782,492,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2365Y161_364.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\4520_2365Y161_364_torchvision.jpg,16.87349711,0.5577323,63.12735,0.83927857,0,0.222894056,48445,0.168779217,81.34145508,23.50244751,1.423104207,0.021958368,0.052637524,0.346791697,0.025851492
59,211,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2366D551_365.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2366D551_365_torchvision.jpg,9.500116411,0.07703941,131.9509,0.444137282,0,-0.080035378,68085,inf,65.5778951,20.89483643,7.386527642,0.111934386,0.043173136,0.022786466,0.009539997
193,988,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2366D551_365.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2366D551_365_torchvision.jpg,11.88339916,0.21609022,124.00575,0.519377066,0,-0.007362937,70863,0.018867966,62.74364014,24.0446228,6.864236791,0.06983698,0.029303658,0.110226398,0.009000928
1207,522,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2366D551_365.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\4520_2366D551_365_torchvision.jpg,16.08716702,0.7519096,60.509644,0.827192617,1,0.365367298,92686,inf,15.006309,19.94631958,1.59202544,0.025163542,0.032790874,0.346419421,0.016742953
194,718,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2366P871_366.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2366P871_366_torchvision.jpg,16.32423672,0.24328494,75.25648,0.628248433,0,0.002466364,59015,inf,52.23973185,13.24544067,2.795841487,0.046834446,0.040746829,0.108854249,0.018248724
918,78,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2366P871_366.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\4520_2366P871_366_torchvision.jpg,10.87791475,0.063622616,76.444374,0.492659942,0,-0.029292386,14448,inf,45.1889506,40.4277771,4.506512965,0.07807496,0.005006002,0.002622134,0.009764492
1208,323,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2366P871_366.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\4520_2366P871_366_torchvision.jpg,15.34357166,0.72324395,38.254745,0.84905368,1,0.103489441,45723,inf,7.162131755,18.99682007,1.903913894,0.04998005,0.024326313,0.333307542,0.001467593
355,1011,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2366P881_367.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2366P881_367_torchvision.jpg,26.0120489,0.9096956,12.495038,0.926829671,1,0.113872119,63753,0.058894086,31.8920756,5.743255615,0.019324853,0.0096723,0.040031352,0.468955245,0.014237356
498,488,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2366W642_368.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2366W642_368_torchvision.jpg,11.41805112,0.051602684,60.509895,0.719134752,0,-0.055637009,22659,-0.057532459,92.58509521,39.95983276,0.716004159,0.01633676,0.03260229,0.028110116,0.008128681
1059,713,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2366W642_368.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\4520_2366W642_368_torchvision.jpg,18.45156636,0.66757286,31.718622,0.87891339,1,0.022289616,18809,inf,62.85977783,17.75216675,0.497547701,0.010127088,0.011651769,0.283348365,0.006780765
195,149,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_23672884_369.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_23672884_369_torchvision.jpg,6.931694542,0.043856792,111.20422,0.35207427,0,-0.084953031,46634,inf,50.45208537,53.53901367,6.230754648,0.067500375,0.027227009,0.014280472,0.007985775
783,68,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_23672984_370.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\4520_23672984_370_torchvision.jpg,9.329197217,0.061080817,117.2442,0.386089313,0,-0.057023363,70973,0.010958541,70.8960612,42.7914856,3.199504648,0.10814201,0.059467545,0.031429884,0.02235949
1060,618,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_23672984_370.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\4520_23672984_370_torchvision.jpg,14.94178369,0.7531042,60.233025,0.765539906,1,0.254599819,79690,inf,7.132647705,21.84810791,2.209191536,0.013307671,0.037121943,0.34890909,0.026127856
499,885,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2367S991_371.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2367S991_371_torchvision.jpg,13.88622809,0.83070505,25.435724,0.830468281,1,0.386121382,55172,0.041175237,93.28997396,40.7447998,0.822492661,0.011527141,0.07182195,0.406786577,0.026674345
1061,120,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_23681065_372.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\4520_23681065_372_torchvision.jpg,18.62351646,0.7958574,35.216187,0.883388011,1,0.232074716,57138,inf,40.81344604,14.64728394,1.383255871,0.017359858,0.01712683,0.35606084,0.009212332
1209,188,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_23681065_372.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\4520_23681065_372_torchvision.jpg,23.54484185,0.81754875,33.48711,0.894859087,1,0.340551118,82946,inf,25.77799683,5.519628906,1.02805773,0.01933566,0.035375567,0.389234863,0.010892878
60,1196,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_23682211_374.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_23682211_374_torchvision.jpg,21.95662326,0.9298412,12.546025,0.910149342,1,0.650799977,102709,0.415394441,33.66435343,10.48803711,0.277813112,0.013238086,0.05971165,0.426240793,0.018341296
500,208,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_23682396_375.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_23682396_375_torchvision.jpg,7.199462945,0.25994313,60.631706,0.609608332,0,-0.157730885,35388,inf,93.14881185,73.19888916,1.113949364,0.016110407,0.056916744,0.0593793,0.005424605
919,17,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_23682396_375.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\4520_23682396_375_torchvision.jpg,15.74455345,0.50094557,43.765064,0.846376961,1,-0.003280026,22809,inf,59.43158569,22.61810913,1.306323386,0.019571558,0.007355373,0.224974752,0.011029133
638,1284,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_23684192_377.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\4520_23684192_377_torchvision.jpg,13.55178898,0.3018764,85.3362,0.665053644,0,0.099069257,26947,0.297030319,74.04955851,31.92012329,1.412310421,0.03489119,0.04017781,0.115305168,0.013776253
1210,231,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_23684192_377.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\4520_23684192_377_torchvision.jpg,14.94627556,0.6640118,46.5408,0.860077521,1,0.036060293,26153,inf,56.75746257,28.27684937,0.888074853,0.01657645,0.024820989,0.321193029,0.014383652
639,1059,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2368A871_378.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\4520_2368A871_378_torchvision.jpg,9.933858779,0.25539145,114.065384,0.554619665,0,0.220954374,78605,0.727883773,76.82226156,37.45217896,2.375385274,0.045964208,0.06782805,0.132721018,0.011197166
920,39,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2368A871_378.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\4520_2368A871_378_torchvision.jpg,16.77041053,0.49115303,96.1696,0.757813911,0,0.667107226,90714,0.478509032,35.24703776,19.13474731,2.532748288,0.040758498,0.033343396,0.254629561,0.011689425
61,707,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2368B712_379.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2368B712_379_torchvision.jpg,14.11120434,0.49171177,59.237328,0.847370983,0,0.703100392,61954,inf,79.12911174,24.64419556,1.572082926,0.04429158,0.070304775,0.283546939,0.025398225
